PONDERA;ORDRE_REVISADA;ANY;MES;DIA;HOR_INI;HOR_FIN;DURADA;ENQUESTADOR_CODI;ENQUESTADOR_SEXE;ENQUESTADOR_EDAT;ENQUESTADOR_ESTUDIS;ENQUESTADOR_NACIONALITAT;NUM_QUEST_CAMP;PROVINCIA;HABITAT;MUNICIPI;COMARCA;DOMICILI_PARTICULAR;LLENGUA_ENQUESTA;LLENGUA_SISTEMA;PADRO;CIUTADANIA;SEXE;EDAT;EDAT_GR;EDAT_CEO;LLOC_NAIX;HORA_PRIMERA_PREGUNTA;HORA_ULTIMA_PREGUNTA;TIP_TEL;SUPERVISADA;CIRCUIT_996_1;CIRCUIT_996_2;CIRCUIT_996_3;SIT_ECO_CAT;SIT_ECO_CAT_RETROSPECTIVA;SIT_ECO_CAT_PROSPECTIVA;SIT_ECO_ESP;SIT_ECO_PERSONAL;SIT_POL_CAT;SIT_POL_CAT_RETROSPECTIVA;SIT_POL_CAT_PROSPECTIVA;SIT_POL_ESP;CAT_ESP;INTERES_POL;INF_POL;CONFI_POL_CAT;VAL_GOV_CAT;CONFI_POL_ESP;VAL_GOV_ESP;INF_POL_TV;INF_POL_RADIO;INF_POL_PREMSA;INF_POL_INTERNET;INF_POL_AMICS;INF_POL_NO;INF_POL_NS;INF_POL_NC;SATIS_DEMOCRACIA;SIMPATIA_PARTIT;SIMPATIA_PARTIT_LITERALS;IDEOL_1_7;CAT_0_10;ESP_0_10;MONARQUIA_REPUBLICA;SIGNIFICA_ESP;DEFINICIO_CAT;DEFINICIO_CAT_LITERALS;AUTONOMIA_CAT;RELACIONS_CAT_ESP;ACTITUD_INDEPENDENCIA;DRET_DECIDIR;VOT_DRET_DEURE;ELECCIONS_IMPORTANCIA;SATISFACCIO_ELECCIONS_14F2021;PART_PARLAMENT;REC_PARLAMENT_VOT_DECISIO;REC_PARLAMENT_VOT;REC_PARLAMENT_VOT_LITERALS;REC_PARLAMENT_FERMESA;REC_PARLAMENT_CANDIDAT;REC_PARLAMENT_PARTIT;REC_PARLAMENT_INTERESSOS;REC_PARLAMENT_IDEES;REC_PARLAMENT_ACTUACIO;REC_PARLAMENT_ACTUACIO_2;REC_PARLAMENT_EVITAR;REC_PARLAMENT_ALTRES;REC_PARLAMENT_CAP;REC_PARLAMENT_NS;REC_PARLAMENT_NC;POST_PARLAMENT_DECISIO_RELACIO;POST_PARLAMENT_DECISIO_CRISI;POST_PARLAMENT_DECISIO_CORRUPCIO;POST_PARLAMENT_DECISIO_CANVI_CLIMATIC;POST_PARLAMENT_DECISIO_COVID;INT_PARLAMENT_VOT;INT_PARLAMENT_VOT_LITERALS;PART_PARLAMENT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS;REC_PARLAMENT_VOT_ANTERIORS_LITERALS;INT_CONGRES_VOT;INT_CONGRES_VOT_LITERALS;PART_CONGRES;REC_CONGRES_VOT;REC_CONGRES_VOT_LITERALS;CONEIX_A_FERNANDEZ;VAL_A_FERNANDEZ;CONEIX_C_PUIGDEMONT;VAL_C_PUIGDEMONT;CONEIX_L_BORRAS;VAL_L_BORRAS;CONEIX_O_JUNQUERAS;VAL_O_JUNQUERAS;CONEIX_P_ARAGONES;VAL_P_ARAGONES;CONEIX_M_ICETA;VAL_M_ICETA;CONEIX_S_ILLA;VAL_S_ILLA;CONEIX_J_ALBIACH;VAL_J_ALBIACH;CONEIX_J_ASENS;VAL_J_ASENS;CONEIX_C_CARRIZOSA;VAL_C_CARRIZOSA;CONEIX_I_MARTIN_BLANCO;VAL_I_MARTIN_BLANCO;CONEIX_C_RIERA;VAL_C_RIERA;CONEIX_D_SABATER;VAL_D_SABATER;CONEIX_I_GARRIGA;VAL_I_GARRIGA;LLOC_NAIX_CCAA;ANY_ARRIBADA;LLOC_NAIX_PARE;LLOC_NAIX_PARE_CCAA;LLOC_NAIX_MARE;LLOC_NAIX_MARE_CCAA;LLOC_NAIX_AVIS;RELIGIO;RELIGIO_LITERALS;RELIGIO_FREQ;SIT_LAB;SIT_LAB_NO_ACTIU;SIT_LAB_ACTIU;SECTOR;ESTUDIS;ESTUDIS_LITERALS;ESTAT_CIVIL;FILLS;SENTIMENT_PERTINENCA;LLENGUA_PROPIA;LLENGUA_PRIMERA;CLASSE_SOCIAL_SUBJECTIVA_1_7;US_TELEFON_FIX;PERSONES_LLAR;INGRESSOS_1_6;DISCAPACITAT;TIPUS_DISCAPACITAT_1;TIPUS_DISCAPACITAT_2;TIPUS_DISCAPACITAT_3;TIPUS_DISCAPACITAT_4;DISCAPACITAT_LITERALS;E1;E2;E3;E4;E5;E6;SIMPATIA_PARTIT_R;REC_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_CENS;REC_PARLAMENT_VOT_CENS_R;INT_PARLAMENT_VOT_R;REC_PARLAMENT_VOT_ANTERIORS_R;REC_PARLAMENT_VOT_ANTERIORS_CENS_R;INT_CONGRES_VOT_R;REC_CONGRES_VOT_R;REC_CONGRES_VOT_CENS;REC_CONGRES_VOT_CENS_R
1;85;2021;5; ; ; ;1286;841;Dona;44;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Vallès Occidental;Sí;Li és indiferent;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;45;De 35 a 49 anys;De 45 a 49 anys;Altres comunitats autònomes; ; ;Trucada a telèfon mòbil;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Bona;Igual;Millorarà;Dolenta;Igual;Dolenta;Igual;Es quedarà igual;Dolenta;Sóc un/a espanyol/a que viu a Espanya;Bastant;Bastant;3;3;5;6;Sí;Sí;No;Sí;No;No;No;No;Bastant satisfet/a;Cap;-;Esquerra;3;7;República;El meu país;Una regió;-;Un nivell suficient d'autonomia;Un estat dins una Espanya federal;No;En desacord;Un deure;Totes igual;2;Estic segur que vaig votar;Ho tenia decidit fa força temps;PSC;-;Perquè es tractava d’un mal menor;No;No;No;No;No;No;Sí;No;No;No;No;7;7;7; 0 No ho va tenir gens en compte;5;En blanc;-;Vaig pensar en anar però no ho vaig fer; ;-;ERC;-;Estic segur que vaig votar;PSC;-;Coneix;5;Coneix;0 Molt malament;Coneix;1;Coneix;3;Coneix;3;Coneix;5;Coneix;6;No coneix; ;Coneix;2;Coneix;4;Coneix;4;Coneix;4;No coneix; ;Coneix;2;País Basc;1988;Altres comunitats autònomes;Galícia;Altres comunitats autònomes;País Basc;Cap a Catalunya;Catolicisme;-;No, mai;Està temporalment de baixa; ;Assalariat/ada indefinit/ida;Sector privat;Batxillerat, BUP, COU, Batxillerat superior, PREU;-;Casat/ada;3;Només espanyol/a;Castellà;Castellà;Classe mitjana;Sí, però no en fa ús;Cinc;Entre 4.001 i 5.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Cap;PSC;PSC;PSC;Altres, blanc; ;No va votar;ERC;PSC;PSC;PSC
1;86;2021;5; ; ; ;1450;898;Dona;61;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;23;24 anys o menys;De 20 a 24 anys;Altres comunitats autònomes; ; ;Trucada a telèfon mòbil;Sí;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Dolenta;Igual;Es quedarà igual;Bona;Pitjor;Bona;Pitjor;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Poc;Poc;6;0 Molt dolenta;Cap confiança;0 Molt dolenta;Sí;No;No;No;Sí;No;No;No;Poc satisfet/a;Junts per Catalunya;-;Esquerra;10 Màxim catalanisme;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Una nacionalitat;-;Un nivell suficient d'autonomia;Un estat independent;Sí;Molt d'acord;Un dret;Ajuntament (municipals);5;Estic segur que vaig votar;Ho vaig decidir durant la darrera campanya electoral;Junts per Catalunya;-;Amb convicció;No;No;No;No;No;Sí;No;No;No;No;No;8;10 Ho va tenir molt en compte;8;6;7;Junts per Catalunya;-;Estic segur que vaig votar;Junts per Catalunya;-;Junts per Catalunya;-;Estic segur que vaig votar;Junts per Catalunya;-;No coneix; ;Coneix;9;Coneix;7;Coneix;8;Coneix;7;Coneix;5;Coneix;6;No coneix; ;Coneix;5;No coneix; ;No coneix; ;Coneix;7;Coneix;5;No coneix; ;No contesta;2001;Catalunya; ;Catalunya; ;Quatre;Cap: Agnosticisme;-; ;Està temporalment de baixa; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Solter/a;0;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe mitjana baixa;No;Tres;No ho sap;No; ; ; ; ;-;No;Quasi mai;Poc;Bastant;Molt;Molt;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya
1;87;2021;5; ; ; ;1104;827;Home;42;Universitari grau superior;Espanya; ;LLEIDA;Menor o igual a 2.000; ;Cerdanya;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania i una altra;Dona;52;De 50 a 64 anys;De 50 a 54 anys;Resta del món; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;No ho sap;Igual;Millorarà;Bona;Igual;No ho sap;No ho sap;No ho sap;No ho sap;Sóc un/a català/ana que viu a Espanya;Gens;Gens;Cap confiança;0 Molt dolenta;Cap confiança;5;Sí;No;No;No;No;No;No;No;No ho sap;Cap;-;No ho sap;5;5;No ho sap;El meu país;Una regió;-;Un nivell suficient d'autonomia;Una comunitat autònoma d'Espanya;No;En desacord;Un deure;Parlament europeu;0 Molt insatisfet/a;No vaig votar; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;0 No ho va tenir gens en compte;0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte; 0 No ho va tenir gens en compte;0 No ho va tenir gens en compte;No votaria;-;Estic segur que vaig votar;No ho sap;-;No votaria;-;No vaig votar; ;-;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ; ;1997;Resta del món; ;Resta del món; ;Cap a Catalunya;Cap: Agnosticisme;-; ;Treballa; ;Assalariat/ada indefinit/ida;Organització privada sense afany de lucre (ONG's, associacions);ESO completa (Graduat escolar), EGB, Batxiller elemental o Certificat d' Escolaritat o d'Estudis Primaris;-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe treballadora baixa;Sí i en fa ús;Dos;Fins a 1.000 euros;No; ; ; ; ;-;No;Alguna vegada;Poc;Bastant;Bastant;Bastant;Cap; ;No va votar;No va votar;No votaria;No ho sap;No ho sap;No votaria; ;No va votar;No va votar
1;88;2021;5; ; ; ;1285;614;Dona;43;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 50.001 a 150.000;MATARÓ;Maresme;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;54;De 50 a 64 anys;De 50 a 54 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Molt dolenta;Pitjor;Es quedarà igual;Molt dolenta;Pitjor;Molt dolenta;Pitjor;Empitjorarà;Molt dolenta;Sóc un/a català/ana que viu a Espanya;Bastant;Bastant;Cap confiança;3;Cap confiança;3;No;No;Sí;Sí;No;No;No;No;Bastant satisfet/a;Cap;-;Esquerra;5;5;República;El meu país;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Un estat dins una Espanya federal;No;Bastant d'acord;Un deure;Parlament de Catalunya (autonòmiques);7;Estic segur que vaig votar;Ho tenia decidit fa força temps;Altres partits;verdes;Amb certs dubtes;No;No;No;No;No;No;No;Sí;No;No;No;7;5; 0 No ho va tenir gens en compte;8;10 Ho va tenir molt en compte;Altres partits;verdes;Estic segur que vaig votar;PSC;-;Altres partits;verdes;Estic segur que vaig votar;No ho sap;-;No coneix; ;Coneix;0 Molt malament;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;Coneix;5;No coneix; ;Coneix;5;Coneix;5;No coneix; ;Coneix;5;Coneix;5; ; ;Altres comunitats autònomes;Andalusia;Altres comunitats autònomes;Aragó;Cap a Catalunya;Catolicisme;-;No, mai;Està en ERTO; ;Professional o treballador/a autònom/a (sense assalariats/ades);Sector privat;Diplomatura, Enginyeria/arquitectura tècnica o equivalent;-;Divorciat/ada;2;Tan espanyol/a com català/ana;Totes dues igual: català (valencià / balear) i castellà;Totes dues igual: català (valencià / balear) i castellà;Classe mitjana;Sí, però no en fa ús;Una;Fins a 1.000 euros;No; ; ; ; ;-;No;Quasi mai;Gens;Molt;Molt;Molt;Cap;Altres, blanc;Altres;Altres, blanc;Altres, blanc;PSC;PSC;Altres, blanc;No ho sap;No ho sap;No ho sap
1;89;2021;5; ; ; ;1497;863;Dona;28;Universitari grau superior;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;56;De 50 a 64 anys;De 55 a 59 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Bona;Igual;Millorarà;Dolenta;Igual;Dolenta;Igual;Millorarà;Dolenta;Sóc un/a català/ana que viu a Catalunya;Gens;Molt;6;6;5;4;No;No;No;Sí;No;No;No;No;Bastant satisfet/a;ERC;-;Esquerra;8;5;República;Un Estat format per diverses nacionalitats o regions;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Bastant d'acord;Un dret;Parlament de Catalunya (autonòmiques);5;Estic segur que vaig votar;Ho vaig decidir el mateix dia de les eleccions;ERC;-;Amb convicció;Sí;No;Sí;No;No;No;No;No;No;No;No;5;5;5;5;5;No ho sap;-;Estic segur que vaig votar;Junts per Catalunya;-;No ho sap;-;Estic segur que vaig votar;No ho sap;-;No coneix; ;Coneix;10 Molt bé;Coneix;8;Coneix;10 Molt bé;Coneix;7;Coneix;6;Coneix;7;Coneix;6;No coneix; ;No coneix; ;No coneix; ;Coneix;7;No coneix; ;No coneix; ; ; ;Altres comunitats autònomes;Castella i Lleó;Altres comunitats autònomes;Castella i Lleó;Cap a Catalunya;Catolicisme;-;Sí, algun cop a l'any;Treballa; ;Assalariat/ada indefinit/ida;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Més català/ana que espanyol/a;Català (valencià / balear);Castellà;Classe treballadora mitjana;Sí i en fa ús;Tres;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;No;Alguna vegada;Poc;Bastant;Bastant;Bastant;ERC;ERC;ERC;ERC;No ho sap;Junts per Catalunya;Junts per Catalunya;No ho sap;No ho sap;No ho sap;No ho sap
1;90;2021;5; ; ; ;1264;875;Dona;23;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;57;De 50 a 64 anys;De 55 a 59 anys;Catalunya; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Molt dolenta;Pitjor;Es quedarà igual;Molt dolenta;Igual;Molt dolenta;Pitjor;Es quedarà igual;Dolenta;Sóc un/a català/ana que viu a Catalunya;Poc;Bastant;Cap confiança;2;Cap confiança;2;Sí;Sí;Sí;Sí;No;No;No;No;Poc satisfet/a;No contesta;-;No contesta;No contesta;No contesta;República;Un Estat format per diverses nacionalitats o regions;No contesta;DEPÈN DE LA PERSONA;Un nivell insuficient d'autonomia;No contesta;No contesta;Molt d'acord;Un dret;Ajuntament (municipals);No contesta;No contesta; ; ;-; ; ; ; ; ; ; ; ; ; ; ; ;5;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;10 Ho va tenir molt en compte;No ho sap;No contesta;-;Estic segur que vaig votar;No contesta;-;No contesta;-;Estic segur que vaig votar;No contesta;-;No coneix; ;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;2;Coneix;3;Coneix;0 Molt malament;Coneix;2;Coneix;1;Coneix;3;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament;Coneix;0 Molt malament; ; ;Catalunya; ;Catalunya; ;Dos;Catolicisme;-;No contesta;Treballa; ;Assalariat/ada indefinit/ida;Sector públic (Administració pública+empreses públiques);Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;2;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe mitjana;Sí i en fa ús;Tres;Entre 2.001 i 3.000 euros;No; ; ; ; ;-;Sí;Alguna vegada;Poc;Bastant;Molt;Bastant;No contesta; ;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta;No contesta
1;91;2021;5; ; ; ;1310;830;Dona;31;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;60;De 50 a 64 anys;De 60 a 64 anys;Catalunya; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Dolenta;Igual;Es quedarà igual;Ni bona ni dolenta;Millor;Molt dolenta;Pitjor;Millorarà;Molt dolenta;Sóc un/a català/ana que viu a Catalunya;Molt;Bastant;5;5;1;1;Sí;No;No;Sí;No;No;No;No;Poc satisfet/a;CUP;-;Esquerra;10 Màxim catalanisme;0 Mínim espanyolisme;República;Un Estat aliè, del qual el meu país no hauria de formar-ne part;Un país;-;Un nivell insuficient d'autonomia;Un estat independent;Sí;Molt d'acord;Un dret;Parlament de Catalunya (autonòmiques);10 Molt satisfet/a;Estic segur que vaig votar;Ho tenia decidit fa força temps;Junts per Catalunya;-;Amb certs dubtes;No;No;No;No;No;No;Sí;No;No;No;No;6;3;3;5;4;No ho sap;-;Estic segur que vaig votar;CUP;-;Junts per Catalunya;-;Estic segur que vaig votar;CUP;-;No ho sap; ;Coneix;8;Coneix;5;Coneix;3;Coneix;4;Coneix;0 Molt malament;Coneix;2;Coneix;3;Coneix;2;Coneix;0 Molt malament;No ho sap; ;Coneix;6;Coneix;4;Coneix;0 Molt malament; ; ;Catalunya; ;Catalunya; ;Quatre;Cap: Ateisme;-; ;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector públic (Administració pública+empreses públiques);Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Casat/ada;3;Només català/ana;Català (valencià / balear);Català (valencià / balear);Classe treballadora alta;Sí i en fa ús;Dos;Més de 5.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;CUP;Junts per Catalunya;Junts per Catalunya;Junts per Catalunya;No ho sap;CUP;CUP;Junts per Catalunya;CUP;CUP;CUP
1;92;2021;5; ; ; ;1078;697;Home;40;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;Més de 1.000.000;BARCELONA;Barcelonès;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Dona;70;65 anys o més;De 70 a 74 anys;Catalunya; ; ;Trucada a telèfon fix;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";CAT_0_10 + ESP_0_10;DEFINICIO_CAT + SIGNIFICA_ESP;Molt dolenta;Pitjor;Millorarà;Dolenta;Igual;Molt dolenta;Pitjor;Millorarà;Dolenta;Sóc un/a català/ana que viu a Espanya;Molt;Bastant;3;1;4;6;Sí;Sí;Sí;Sí;No;No;No;No;Poc satisfet/a;PSC;-;Centre-esquerra;8;7;República;El meu país;Una nacionalitat;-;Un nivell insuficient d'autonomia;Un estat dins una Espanya federal;No;Molt d'acord;Un dret;Congrés dels diputats (generals);4;Estic segur que vaig votar;Ho vaig decidir a l’inici de la campanya electoral;PSC;-;Amb certs dubtes;Sí;No;No;No;No;No;Sí;No;No;No;No;4;4;5;3;6;PSC;-;Estic segur que vaig votar;PSC;-;PSC;-;Estic segur que vaig votar;PSC;-;Coneix;3;Coneix;0 Molt malament;Coneix;2;Coneix;5;Coneix;4;Coneix;5;Coneix;6;Coneix;6;Coneix;7;Coneix;3;No coneix; ;Coneix;2;No coneix; ;No coneix; ; ; ;Catalunya; ;Altres comunitats autònomes;Melilla;Dos;Catolicisme;-;Sí, algun cop a l'any;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Llicenciatura, Arquitectura, Enginyeria, Grau o equivalent (4 anys o mès);-;Casat/ada;2;Tan espanyol/a com català/ana;Castellà;Castellà;Classe mitjana alta;Sí i en fa ús;Dos;Més de 5.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC;PSC
1;93;2021;5; ; ; ;1235;827;Home;42;Universitari grau superior;Espanya; ;BARCELONA;De 10.001 a 50.000; ;Baix Llobregat;Sí;Castellà;Castellà;Sí;Sí, tinc la ciutadania (espanyola);Home;70;65 anys o més;De 70 a 74 anys;Altres comunitats autònomes; ; ;Trucada a telèfon fix;Sí;"CONFI_POL_ESP + VAL_GOV_ESP després de l’INF_POL; CONFI_POL_CAT + VAL_GOV_CAT després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Ni bona ni dolenta;Igual;No ho sap;Dolenta;Igual;Molt dolenta;Igual;Empitjorarà;Bona;Cap de les anteriors/una altra;Poc;Poc;4;3;4;5;Sí;No;No;Sí;No;No;No;No;Bastant satisfet/a;No contesta;-;No contesta;3;4;No ho sap;El meu país;Una comunitat autònoma;-;Un nivell insuficient d'autonomia;Una comunitat autònoma d'Espanya;No;En desacord;Un dret;Ajuntament (municipals);4;Estic segur que vaig votar;Ho tenia decidit fa força temps;No contesta;-; ; ; ; ; ; ; ; ; ; ; ; ;8;7;6;7;No ho sap;No votaria;-;Estic segur que vaig votar;No contesta;-;En blanc;-;Estic segur que vaig votar;No contesta;-;No coneix; ;Coneix;No contesta;Coneix;No contesta;Coneix;No contesta;Coneix;No contesta;Coneix;7;Coneix;No contesta;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;No coneix; ;Extremadura;1970;Altres comunitats autònomes;Extremadura;Altres comunitats autònomes;Extremadura;Cap a Catalunya;Catolicisme;-;No, mai;No treballa;Jubilat/ada o pensionista (abans ha treballat); ;Sector privat;Cicle formatiu de grau superior, FP2, Mestratge industrial o equivalent;-;Casat/ada;3;No ho sap;Castellà;Castellà;Classe treballadora mitjana;Sí i en fa ús;Dos;No contesta;No; ; ; ; ;-;No;Alguna vegada;Bastant;Bastant;Molt;Molt;No contesta;No contesta;No contesta;No contesta;No votaria;No contesta;No contesta;Altres, blanc;No contesta;No contesta;No contesta
1;94;2021;5; ; ; ;1163;646;Dona;37;ESO, EGB, FP1, Batxillerat elemental;Espanya; ;BARCELONA;De 150.001 a 1.000.000;BADALONA;Barcelonès;Sí;Català;Català;Sí;Sí, tinc la ciutadania (espanyola);Dona;21;24 anys o menys;De 20 a 24 anys;Catalunya; ; ;Trucada a telèfon mòbil;No;"CONFI_POL_CAT + VAL_GOV_CAT després d’ INF_POL; CONFI_POL_ESP + VAL_GOV_ESP després de VAL_VIDA";ESP_0_10 + CAT_0_10;SIGNIFICA_ESP + DEFINICIO_CAT;Molt dolenta;Pitjor;Empitjorarà;Molt dolenta;Pitjor;Molt dolenta;Igual;Es quedarà igual;Molt dolenta;Sóc un/a català/ana que viu a Catalunya;Bastant;Bastant;2;2;Cap confiança;2;No;No;No;Sí;No;No;No;No;Poc satisfet/a;Catalunya en Comú Podem;-;Esquerra;7;0 Mínim espanyolisme;República;Un Estat format per diverses nacionalitats o regions;Una comunitat autònoma;-;Un nivell suficient d'autonomia;Un estat independent;Sí;Bastant d'acord;Un dret;Ajuntament (municipals);5;Estic segur que vaig votar;Ho tenia decidit fa força temps;ERC;-;Amb convicció;No;No;Sí;Sí;No;No;No;No;No;No;No;7;7;9;9;7;ERC;-;No vaig votar perquè no podia (edat, malaltia...); ;-;Catalunya en Comú Podem;-;Estic segur que vaig votar;Catalunya en Comú Podem;-;No coneix; ;Coneix;5;Coneix;5;Coneix;6;No coneix; ;Coneix;5;No coneix; ;Coneix;5;Coneix;5;No coneix; ;No coneix; ;Coneix;7;No coneix; ;Coneix;5; ; ;Catalunya; ;Catalunya; ;Cap a Catalunya;Cap: Ateisme;-; ;No treballa;Aturat/ada i busca la primera feina; ; ;Cicle formatiu de grau mitjà, FP1, Oficialia industrial o equivalent;-;Solter/a;0;Més català/ana que espanyol/a;Castellà;Castellà;Classe treballadora baixa;No;Dos;Fins a 1.000 euros;No; ; ; ; ;-;No;Mai;Gens;Molt;Molt;Molt;Catalunya en Comú Podem;ERC;ERC;ERC;ERC; ;No va votar;En Comú Podem;En Comú Podem;Catalunya en Comú Podem;En Comú Podem
